"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento","descrizione"
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03",,,"COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'INDO-PACIFICO",2025-04-02 13:13:26,"Laurea in lettere e filosofia"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELL'ORGANIZZAZIONE PER LA SICUREZZA E LA COOPERAZIONE IN EUROPA OSCE",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"IV COMMISSIONE (DIFESA)",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"COMITATO PERMANENTE SULL'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01",,,"COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'INDO-PACIFICO",2025-04-02 13:12:44,"Laurea in scienze politiche; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p307752","BATTISTONI","FRANCESCO","19670223","nato a MONTEFIASCONE, VITERBO, LAZIO, il 23.02.1967","MONTEFIASCONE","male","MARCHE - P01",,,"UFFICIO DI PRESIDENZA",2025-02-24 13:05:06,"Laurea in scienze politiche e delle relazioni internazionali; Parlamentare, Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p307752","BATTISTONI","FRANCESCO","19670223","nato a MONTEFIASCONE, VITERBO, LAZIO, il 23.02.1967","MONTEFIASCONE","male","MARCHE - P01",,,"COMITATO PER GLI AFFARI DEL PERSONALE",2025-02-24 13:05:06,"Laurea in scienze politiche e delle relazioni internazionali; Parlamentare, Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p307752","BATTISTONI","FRANCESCO","19670223","nato a MONTEFIASCONE, VITERBO, LAZIO, il 23.02.1967","MONTEFIASCONE","male","MARCHE - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-02-24 13:05:06,"Laurea in scienze politiche e delle relazioni internazionali; Parlamentare, Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p307752","BATTISTONI","FRANCESCO","19670223","nato a MONTEFIASCONE, VITERBO, LAZIO, il 23.02.1967","MONTEFIASCONE","male","MARCHE - P01",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-02-24 13:05:06,"Laurea in scienze politiche e delle relazioni internazionali; Parlamentare, Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI",2025-04-02 13:13:50,"Diploma di istituto tecnico industriale; Collaboratore"
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI",2025-04-02 13:13:50,"Diploma di istituto tecnico industriale; Collaboratore"
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01",,,"GIUNTA DELLE ELEZIONI",2025-04-02 13:13:50,"Diploma di istituto tecnico industriale; Collaboratore"
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01",,,"IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-04-02 13:13:50,"Diploma di istituto tecnico industriale; Collaboratore"
"http://dati.camera.it/ocd/persona.rdf/p308876","FERRANTE","TULLIO","19890113","nato a SAN GIORGIO A CREMANO, NAPOLI, CAMPANIA, il 13.01.1989","SAN GIORGIO A CREMANO","male","CAMPANIA 2 - P02",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-03-28 13:15:31,"Laurea in giurisprudenza; Avvocato. Senior Associate."
"http://dati.camera.it/ocd/persona.rdf/p308906","ARRUZZOLO","GIOVANNI","19600330","nato a ROSARNO, REGGIO DI CALABRIA, CALABRIA, il 30.03.1960","ROSARNO","male","CALABRIA - P01",,,"COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-04-02 13:13:04,"Laurea in scienze politiche"
"http://dati.camera.it/ocd/persona.rdf/p308906","ARRUZZOLO","GIOVANNI","19600330","nato a ROSARNO, REGGIO DI CALABRIA, CALABRIA, il 30.03.1960","ROSARNO","male","CALABRIA - P01",,,"COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-04-02 13:13:04,"Laurea in scienze politiche"
"http://dati.camera.it/ocd/persona.rdf/p308906","ARRUZZOLO","GIOVANNI","19600330","nato a ROSARNO, REGGIO DI CALABRIA, CALABRIA, il 30.03.1960","ROSARNO","male","CALABRIA - P01",,,"XIII COMMISSIONE (AGRICOLTURA)",2025-04-02 13:13:04,"Laurea in scienze politiche"
"http://dati.camera.it/ocd/persona.rdf/p302794","MORASSUT","ROBERTO","19631116","nato a ROMA, ROMA, LAZIO, il 16.11.1963","ROMA","male","LAZIO 1 - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE",2025-03-09 13:11:43,"Laurea in lettere moderne; Dirigente di partito"
"http://dati.camera.it/ocd/persona.rdf/p302794","MORASSUT","ROBERTO","19631116","nato a ROMA, ROMA, LAZIO, il 16.11.1963","ROMA","male","LAZIO 1 - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI",2025-03-09 13:11:43,"Laurea in lettere moderne; Dirigente di partito"
"http://dati.camera.it/ocd/persona.rdf/p302794","MORASSUT","ROBERTO","19631116","nato a ROMA, ROMA, LAZIO, il 16.11.1963","ROMA","male","LAZIO 1 - P02",,,"IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-03-09 13:11:43,"Laurea in lettere moderne; Dirigente di partito"
"http://dati.camera.it/ocd/persona.rdf/p308827","GATTA","GIACOMO DIEGO","19640410","nato a MANFREDONIA, FOGGIA, PUGLIA, il 10.04.1964","MANFREDONIA","male","PUGLIA - P01",,,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-03-23 13:07:19,"Laurea in giurisprudenza; Avvocato civilista"
"http://dati.camera.it/ocd/persona.rdf/p308827","GATTA","GIACOMO DIEGO","19640410","nato a MANFREDONIA, FOGGIA, PUGLIA, il 10.04.1964","MANFREDONIA","male","PUGLIA - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-03-23 13:07:19,"Laurea in giurisprudenza; Avvocato civilista"
"http://dati.camera.it/ocd/persona.rdf/p308827","GATTA","GIACOMO DIEGO","19640410","nato a MANFREDONIA, FOGGIA, PUGLIA, il 10.04.1964","MANFREDONIA","male","PUGLIA - P01",,,"GIUNTA DELLE ELEZIONI",2025-03-23 13:07:19,"Laurea in giurisprudenza; Avvocato civilista"
"http://dati.camera.it/ocd/persona.rdf/p308827","GATTA","GIACOMO DIEGO","19640410","nato a MANFREDONIA, FOGGIA, PUGLIA, il 10.04.1964","MANFREDONIA","male","PUGLIA - P01",,,"XIII COMMISSIONE (AGRICOLTURA)",2025-03-23 13:07:19,"Laurea in giurisprudenza; Avvocato civilista"
"http://dati.camera.it/ocd/persona.rdf/p308829","DALLA CHIESA","RITA","19470831","nato a CASORIA, NAPOLI, CAMPANIA, il 31.08.1947","CASORIA","female","PUGLIA - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",2025-02-24 13:05:36,"Diploma di liceo linguistico; Giornalista professionista"
"http://dati.camera.it/ocd/persona.rdf/p308829","DALLA CHIESA","RITA","19470831","nato a CASORIA, NAPOLI, CAMPANIA, il 31.08.1947","CASORIA","female","PUGLIA - P02",,,"COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI",2025-02-24 13:05:36,"Diploma di liceo linguistico; Giornalista professionista"
"http://dati.camera.it/ocd/persona.rdf/p308829","DALLA CHIESA","RITA","19470831","nato a CASORIA, NAPOLI, CAMPANIA, il 31.08.1947","CASORIA","female","PUGLIA - P02",,,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-02-24 13:05:36,"Diploma di liceo linguistico; Giornalista professionista"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELL'ORGANIZZAZIONE PER LA SICUREZZA E LA COOPERAZIONE IN EUROPA OSCE",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"COMITATO PERMANENTE SULL'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA",,,"COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-04-02 13:12:45,"DOTTORATO DI RICERCA IN SCIENZE STATISTICHE; ASSISTENTE STATISTICA PRESSO LA COMMISSIONE EUROPEA"
"http://dati.camera.it/ocd/persona.rdf/p307360","SASSO","ROSSANO","19750618","nato a BARI, BARI, PUGLIA, il 18.06.1975","BARI","male","PUGLIA - P03",,,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-02-24 13:04:54,"Insegnante"
"http://dati.camera.it/ocd/persona.rdf/p307360","SASSO","ROSSANO","19750618","nato a BARI, BARI, PUGLIA, il 18.06.1975","BARI","male","PUGLIA - P03",,,"COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-02-24 13:04:54,"Insegnante"
"http://dati.camera.it/ocd/persona.rdf/p308769","POLO","BARBARA","19730204","nato a OZIERI, SASSARI, SARDEGNA, il 04.02.1973","OZIERI","female","SARDEGNA - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL RISCHIO IDROGEOLOGICO E SISMICO DEL TERRITORIO ITALIANO, SULL'ATTUAZIONE DELLE NORME DI PREVENZIONE E SICUREZZA E SUGLI INTERVENTI DI EMERGENZA E DI RICOSTRUZIONE A SEGUITO DEGLI EVENTI CALAMITOSI VERIFICATISI DALL'ANNO 2019",2025-04-02 13:13:05,"Diploma di istituto tecnico commerciale; amministratore comunale"
"http://dati.camera.it/ocd/persona.rdf/p308769","POLO","BARBARA","19730204","nato a OZIERI, SASSARI, SARDEGNA, il 04.02.1973","OZIERI","female","SARDEGNA - P01",,,"IV COMMISSIONE (DIFESA)",2025-04-02 13:13:05,"Diploma di istituto tecnico commerciale; amministratore comunale"
"http://dati.camera.it/ocd/persona.rdf/p308769","POLO","BARBARA","19730204","nato a OZIERI, SASSARI, SARDEGNA, il 04.02.1973","OZIERI","female","SARDEGNA - P01",,,"COMMISSIONE PARLAMENTARE PER IL CONTRASTO DEGLI SVANTAGGI DERIVANTI DALL'INSULARITA'",2025-04-02 13:13:05,"Diploma di istituto tecnico commerciale; amministratore comunale"
"http://dati.camera.it/ocd/persona.rdf/p307175","SILVESTRI","RACHELE","19860830","nato a ASCOLI PICENO, ASCOLI PICENO, MARCHE, il 30.08.1986","ASCOLI PICENO","female","ABRUZZO - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-04-02 13:13:53,"Diploma di istituto tecnico industriale; Impiegato"
"http://dati.camera.it/ocd/persona.rdf/p307175","SILVESTRI","RACHELE","19860830","nato a ASCOLI PICENO, ASCOLI PICENO, MARCHE, il 30.08.1986","ASCOLI PICENO","female","ABRUZZO - P01",,,"XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-04-02 13:13:53,"Diploma di istituto tecnico industriale; Impiegato"
"http://dati.camera.it/ocd/persona.rdf/p302824","BITONCI","MASSIMO","19650624","nato a PADOVA, PADOVA, VENETO, il 24.06.1965","PADOVA","male","VENETO 2 - P01",,,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2024-01-26 12:44:37,"Laurea in economia e commercio; Dottore commercialista, revisore contabile"
"http://dati.camera.it/ocd/persona.rdf/p308930","SCHLEIN","ELENA ETHEL","19850504","nato a LUGANO, SVIZZERA, il 04.05.1985","LUGANO","female","EMILIA-ROMAGNA - P02",,,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2022-11-10 12:02:40,"Laurea in giurisprudenza; già Parlamentare europea, Amministratrice regionale, Vice Presidente Regione Emilia Romagna"
"http://dati.camera.it/ocd/persona.rdf/p306160","BOSCHI","MARIA ELENA","19810124","nato a MONTEVARCHI, AREZZO, TOSCANA, il 24.01.1981","MONTEVARCHI","female","LAZIO 1 - P03",,,"COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI",2025-04-02 13:13:05,"Laurea in giurisprudenza, Master in diritto societario; Avvocato in diritto societario"
"http://dati.camera.it/ocd/persona.rdf/p306160","BOSCHI","MARIA ELENA","19810124","nato a MONTEVARCHI, AREZZO, TOSCANA, il 24.01.1981","MONTEVARCHI","female","LAZIO 1 - P03",,,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-04-02 13:13:05,"Laurea in giurisprudenza, Master in diritto societario; Avvocato in diritto societario"
"http://dati.camera.it/ocd/persona.rdf/p306160","BOSCHI","MARIA ELENA","19810124","nato a MONTEVARCHI, AREZZO, TOSCANA, il 24.01.1981","MONTEVARCHI","female","LAZIO 1 - P03",,,"CONFERENZA DEI PRESIDENTI DI GRUPPO",2025-04-02 13:13:05,"Laurea in giurisprudenza, Master in diritto societario; Avvocato in diritto societario"
"http://dati.camera.it/ocd/persona.rdf/p308856","SARRACINO","MARCO","19890621","nato a VILLARICCA, NAPOLI, CAMPANIA, il 21.06.1989","VILLARICCA","male","CAMPANIA 1 - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-02-24 13:04:54,"Laurea in economia aziendale"
"http://dati.camera.it/ocd/persona.rdf/p308856","SARRACINO","MARCO","19890621","nato a VILLARICCA, NAPOLI, CAMPANIA, il 21.06.1989","VILLARICCA","male","CAMPANIA 1 - P02",,,"XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2025-02-24 13:04:54,"Laurea in economia aziendale"
"http://dati.camera.it/ocd/persona.rdf/p307571","STEFANI","ALBERTO","19921116","nato a CAMPOSAMPIERO, PADOVA, VENETO, il 16.11.1992","CAMPOSAMPIERO","male","VENETO 2 - P01",,,"COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE",2025-02-24 13:05:40,"Laurea in giurisprudenza; Consulente legale"
"http://dati.camera.it/ocd/persona.rdf/p307571","STEFANI","ALBERTO","19921116","nato a CAMPOSAMPIERO, PADOVA, VENETO, il 16.11.1992","CAMPOSAMPIERO","male","VENETO 2 - P01",,,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-02-24 13:05:40,"Laurea in giurisprudenza; Consulente legale"
"http://dati.camera.it/ocd/persona.rdf/p307479","DELMASTRO DELLE VEDOVE","ANDREA","19761022","nato a GATTINARA, VERCELLI, PIEMONTE, il 22.10.1976","GATTINARA","male","PIEMONTE 2 - P01",,,"II COMMISSIONE (GIUSTIZIA)",2025-04-02 13:12:46,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p307863","PELLEGRINI","MARCO","19640730","nato a FOGGIA, FOGGIA, PUGLIA, il 30.07.1964","FOGGIA","male","PUGLIA - P01",,,"IV COMMISSIONE (DIFESA)",2025-02-24 13:05:08,"LAUREA IN INGEGNERIA CIVILE - EDILE; INGEGNERE, IMPRENDITORE"
"http://dati.camera.it/ocd/persona.rdf/p307863","PELLEGRINI","MARCO","19640730","nato a FOGGIA, FOGGIA, PUGLIA, il 30.07.1964","FOGGIA","male","PUGLIA - P01",,,"COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA",2025-02-24 13:05:08,"LAUREA IN INGEGNERIA CIVILE - EDILE; INGEGNERE, IMPRENDITORE"
"http://dati.camera.it/ocd/persona.rdf/p308908","SBARDELLA","LUCA","19730926","nato a ROMA, ROMA, LAZIO, il 26.09.1973","ROMA","male","LOMBARDIA 3 - P02",,,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-02-24 13:05:23,"Laurea in scienze politiche; Dipendente pubblico; Piccolo imprenditore agricolo"
"http://dati.camera.it/ocd/persona.rdf/p308908","SBARDELLA","LUCA","19730926","nato a ROMA, ROMA, LAZIO, il 26.09.1973","ROMA","male","LOMBARDIA 3 - P02",,,"COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI",2025-02-24 13:05:23,"Laurea in scienze politiche; Dipendente pubblico; Piccolo imprenditore agricolo"
"http://dati.camera.it/ocd/persona.rdf/p308908","SBARDELLA","LUCA","19730926","nato a ROMA, ROMA, LAZIO, il 26.09.1973","ROMA","male","LOMBARDIA 3 - P02",,,"GIUNTA DELLE ELEZIONI",2025-02-24 13:05:23,"Laurea in scienze politiche; Dipendente pubblico; Piccolo imprenditore agricolo"
"http://dati.camera.it/ocd/persona.rdf/p308908","SBARDELLA","LUCA","19730926","nato a ROMA, ROMA, LAZIO, il 26.09.1973","ROMA","male","LOMBARDIA 3 - P02",,,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-02-24 13:05:23,"Laurea in scienze politiche; Dipendente pubblico; Piccolo imprenditore agricolo"
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01",,,"COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-04-02 13:13:54,"Laurea in ingegneria civile; Ingegnere edile e idraulico"
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL RISCHIO IDROGEOLOGICO E SISMICO DEL TERRITORIO ITALIANO, SULL'ATTUAZIONE DELLE NORME DI PREVENZIONE E SICUREZZA E SUGLI INTERVENTI DI EMERGENZA E DI RICOSTRUZIONE A SEGUITO DEGLI EVENTI CALAMITOSI VERIFICATISI DALL'ANNO 2019",2025-04-02 13:13:54,"Laurea in ingegneria civile; Ingegnere edile e idraulico"
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-04-02 13:13:54,"Laurea in ingegneria civile; Ingegnere edile e idraulico"
"http://dati.camera.it/ocd/persona.rdf/p50204","FOTI","TOMMASO","19600428","nato a PIACENZA, PIACENZA, EMILIA-ROMAGNA, il 28.04.1960","PIACENZA","male","EMILIA-ROMAGNA - P01",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-04-02 13:13:06,"Diploma di liceo scientifico; Già dirigente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p307340","LUCASELLI","YLENJA","19760422","nato a TARANTO, TARANTO, PUGLIA, il 22.04.1976","TARANTO","female","EMILIA-ROMAGNA - P01",,,"COLLEGIO D'APPELLO",2025-02-24 13:05:22,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p307340","LUCASELLI","YLENJA","19760422","nato a TARANTO, TARANTO, PUGLIA, il 22.04.1976","TARANTO","female","EMILIA-ROMAGNA - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI",2025-02-24 13:05:22,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p307340","LUCASELLI","YLENJA","19760422","nato a TARANTO, TARANTO, PUGLIA, il 22.04.1976","TARANTO","female","EMILIA-ROMAGNA - P01",,,"COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-02-24 13:05:22,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p307340","LUCASELLI","YLENJA","19760422","nato a TARANTO, TARANTO, PUGLIA, il 22.04.1976","TARANTO","female","EMILIA-ROMAGNA - P01",,,"GIUNTA PER LE AUTORIZZAZIONI",2025-02-24 13:05:22,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p307340","LUCASELLI","YLENJA","19760422","nato a TARANTO, TARANTO, PUGLIA, il 22.04.1976","TARANTO","female","EMILIA-ROMAGNA - P01",,,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-02-24 13:05:22,"Laurea in giurisprudenza; Avvocato penalista"
"http://dati.camera.it/ocd/persona.rdf/p308921","MIELE","GIOVANNA","19800724","nato a LATINA, LATINA, LAZIO, il 24.07.1980","LATINA","female","LAZIO 2 - P02",,,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-04-02 13:13:54,"Laurea in scienze dell'educazione e della formazione; Dipendente pubblico"
